doc_id	path	url	title
215	OFC/15.txt		120 тысяч за фотографию Дело Саввы Терентьева продолжают обиженные барышни
219	OFC/19.txt		Пейзаж, нарисованный Павичем
251	OFC/51.txt		
252	OFC/52.txt		40 дней печатной прессы После появления iPad СМИ уже некуда отступать
253	OFC/53.txt		
254	OFC/54.txt		3 в 1. Жажда Просто добавь воды: накануне годовщины Цхинвала ТВ во всю обсуждает питьевые ресурсы
255	OFC/55.txt		44-й, пошел! Обамомания шагает по планете
257	OFC/57.txt		С последнего альбома Rammstein сняты все запреты
264	OFC/64.txt		24 марта 2009 года : где дно ? Доллар падает на ожидании эмиссии от ФРС
265	OFC/65.txt		Даже не думай Астропрогноз на 6 — 12 сентября
266	OFC/66.txt		52 героя от стартапов В Сан-Франциско прошел смотр интернет-проектов
267	OFC/67.txt		70 лет ещё не срок «Часкор» разбирался в тонкостях авторского права
268	OFC/68.txt		
269	OFC/69.txt		Подвески королевы В Великобритании состоялись парламентские выборы
270	OFC/70.txt		80 лет национальной трагедии «И вот от их домушки до следующего дома моё детство кончилось, я плакал кровью»
271	OFC/71.txt		80 млн интернетчиков — к концу 2014 года ФОМ исследовал распространение интернета в России
272	OFC/72.txt		8 Марта как Юрьев день Не дарите мне цветы ! ( Почему я не люблю 8 Марта )
275	OFC/75.txt		Анастасия Львова: «Википедия» по-русски перейдет на СС вместе с остальными языковыми разделами проекта» «Википедия» обещает свободный текст уже в этом году
277	OFC/77.txt		
279	OFC/79.txt		
280	OFC/80.txt		Адаптация в Эквадоре Взгляд из русской диаспоры
282	OFC/82.txt		
288	OFC/88.txt		А Гордон все-таки не Кихот Ток-шоу « Гордон Кихот » расписалось в искренней преданности гламуру . Репортаж со съемок
290	OFC/90.txt		
295	OFC/95.txt		Агония поместной Москвы Годами никто не желал понять , что Москва — субъект Федерации
300	OFC/100.txt		
301	OFC/101.txt		А кому книги по байтам ? Электронный вирус в сердце ММКВЯ
302	OFC/102.txt		Альдо Нове . No future XXI века Только в « Часкоре » : лидер « юных людоедов » удивил всех , собрав коллекцию бесед с « новыми бедными »
303	OFC/103.txt		Эдгар По. Гений открытия 19 января 1809 года родился Эдгар Алан По
306	OFC/106.txt		
310	OFC/110.txt		Актуальность Дарвина 12 февраля 1809 года родился учёный, расколовший современную культуру
311	OFC/111.txt		
312	OFC/112.txt		Абхазский месяц август Семнадцать лет и один год
313	OFC/113.txt		Абсолютное бесполезное оружие Ядерное оружие постепенно утрачивает смысл
316	OFC/116.txt		Ад — это не Алла Алле Аллово ? ТВ перед Пасхой не канонизировало , но карнавализировало Пугачеву
318	OFC/118.txt		
319	OFC/119.txt		86 снов, вызванных полётом пчелы вокруг граната за секунду до пробуждения Рассказы каталонца Кима Мунзо — это как картины Сальвадора Дали, только в прозе
320	OFC/120.txt		Абхазия, вернувшаяся из небытия
321	OFC/121.txt		Абсурд, ещё абсурд Чего б ещё такого запретить, чтоб роль мою в борьбе со злом отметили потомки?
322	OFC/122.txt		А бойтесь единственно только того , кто скажет : « Я знаю , как надо ! » Стивен Хант использует стилистику « парового панка » , для того чтобы поговорить об актуальных проблемах современности
323	OFC/123.txt		
324	OFC/124.txt		
328	OFC/128.txt		
330	OFC/130.txt		Айпадно! Реклама на iPad раскуплена до появления устройства на рынке
332	OFC/132.txt		Адмирал с «Титаника»
336	OFC/136.txt		Александр Гордон: «Я не такой умный, как кажусь» Из-за программы «Закрытый показ» врагов у ведущего становится всё больше и больше
338	OFC/138.txt		Африканская дуга нестабильности « Чёрная Россия » как угроза региону
339	OFC/139.txt		Аферисты в поисках безработных Рынок труда стал лотереей для лохов
340	OFC/140.txt		Ах , какой был мужчина … От « Дракулы - 2000 » до « Рок-н-ролльщика » : десять фильмов Джерарда Батлера
342	OFC/142.txt		
345	OFC/145.txt		
700	newsru/sunna.txt	http://newsru.com/world/20jan2014/sunna.html	Исламские экстремисты взяли на себя ответственность за взрывы в Волгограде. США винят РФ в "утаивании" информации
701	newsru/duma_time.txt	http://www.newsru.com/russia/20jan2014/duma_time.html	В Госдуму внесен законопроект о возврате россиянам "природного времени" и запрете на сезонный перевод часов
702	newsru/m_l_king.txt	http://newsru.com/religy/20jan2014/m_l_king.html	В США отмечают 85 лет со дня рождения Мартина Лютера Кинга
710	lentaru/lentaru016.txt	http://lenta.ru/news/2014/01/16/support/	Иракские экстремисты попросили у народа денег «на джихад»
711	lentaru/lentaru005.txt	http://lenta.ru/news/2014/01/20/sorcerer/	Односельчане камбоджийского целителя обезглавили его за колдовство
712	lentaru/lentaru019.txt	http://lenta.ru/news/2014/01/20/guardiola/	Гвардиола назвал Карпину главное отличие «Баварии» от «Спартака»
713	lentaru/lentaru015.txt	http://lenta.ru/news/2014/01/17/bereal/	Милонов предложил штрафовать за «фейковые» аккаунты в соцсетях
714	lentaru/lentaru018.txt	http://lenta.ru/news/2014/01/17/ghost/	Нигериец решил спастись от призрака в Израиле
715	lentaru/lentaru006.txt	http://lenta.ru/news/2014/01/20/sorcerer/	Активисты в Киеве взялись за строительство катапульты
716	lentaru/lentaru007.txt	http://lenta.ru/news/2014/01/20/mirzaev/	Приговор Мирзаеву обжаловали в Верховном суде
717	lentaru/lentaru010.txt	http://lenta.ru/news/2014/01/20/rosetta/	Зонд «Розетта» выйдет из гибернации
718	lentaru/lentaru014.txt	http://lenta.ru/news/2014/01/20/damon/	Деймон Албарн назвал дату выхода сольного альбома
719	lentaru/lentaru008.txt	http://lenta.ru/news/2014/01/20/stop/	Минюст приостановил регистрацию «Народного альянса» Навального
720	lentaru/lentaru011.txt	http://lenta.ru/news/2014/01/20/durov/	Пресс-секретарь «ВКонтакте» опроверг слух об уходе Павла Дурова
721	lentaru/lentaru012.txt	http://lenta.ru/news/2014/01/20/baboom/	Ким Дотком запустит «справедливый» музыкальный сервис
722	lentaru/lentaru003.txt	http://lenta.ru/news/2014/01/20/banmusic/	Радикальные исламисты запретили в Сирии музыку и курение
723	lentaru/lentaru013.txt	http://lenta.ru/news/2014/01/20/mission/	Евросоюз согласился на гуманитарное вторжение в ЦАР
724	lentaru/lentaru001.txt	http://lenta.ru/news/2014/01/20/europe/	ЕС призвал Украину отменить резонансные законы
725	lentaru/lentaru002.txt	http://lenta.ru/news/2014/01/20/us/	Кличко объявили резидентом США
726	lentaru/lentaru020.txt	http://lenta.ru/news/2014/01/17/weap/	Россию обвинили в поставках беспилотников и бронетехники в Сирию
727	lentaru/lentaru004.txt	http://lenta.ru/news/2014/01/20/sucessor/	Ким Чен Ын нашел замену казненному дяде
728	lentaru/lentaru017.txt	http://lenta.ru/news/2014/01/20/camel/	В Нью-Джерси умер верблюд-предсказатель
729	lentaru/lentaru009.txt	http://lenta.ru/news/2014/01/20/appear/	Мугабе развеял слухи о своей смерти
730	libru/kowalewskij.txt	http://lib.ru/ZHURNAL/kowalewskij.txt 	Игорь Ковалевский. Пятница, 13-е число
731	libru/ermolaew2.txt	http://lib.ru/ZHURNAL/ermolaew2.txt	Тимофей Ермолаев. Рассказ про комсомолку Свету
732	libru/ufo.txt	http://lib.ru/ZHURNAL/ufo.txt	Владимир Маруцкий. UFO: Enemy Unknown
733	libru/filippow.txt	http://lib.ru/ZHURNAL/filippow.txt	Вадим Филиппов. Вор
734	libru/kolobkowa.txt	http://lib.ru/ZHURNAL/kolobkowa.txt	Анна Колобкова. Бег
735	libru/lyalin2.txt	http://lib.ru/ZHURNAL/lyalin2.txt	Дмитрий Лялин. Цветы для Джульетты
736	libru/boldyrewae.txt	http://lib.ru/ZHURNAL/boldyrewae.txt	Елена Болдырева. Моя трудная жизнь
737	libru/maslov.txt	http://lib.ru/ZHURNAL/maslov.txt	Роман Маслов. Малмок
738	libru/ugrumowa.txt	http://lib.ru/ZHURNAL/ugrumowa.txt	Виктория Угрюмова. Саксофонист
739	libru/yaglov.txt	http://lib.ru/ZHURNAL/yaglov.txt	А.Яглов. Леший
